# mean(hr), mean(eda), avnn, nn50, pnn50, rmssd, sdnn, Plf, Phf, lfhf_ratio, score
7.425793417245310479e+01,2.437229072132810204e-01,8.109722222222221717e+02,9.000000000000000000e+00,1.267605633802816811e+01,3.447799870013045620e+01,4.373929558292824993e+01,1.019964581537886517e+02,4.397780173163079098e+02,2.319271408248408661e-01,5.388888888900000396e+00
7.613852210168595036e+01,-5.879707217863489044e-01,7.781866666666666106e+02,2.300000000000000000e+01,3.108108108108108070e+01,1.130541008974452524e+02,8.825373330030544139e+01,1.166390550869518165e+03,1.723497961173211479e+03,6.767577201399984643e-01,5.299999999999999822e+00
7.905487529971182425e+01,-3.771929329069086956e-01,7.612987012987013031e+02,1.700000000000000000e+01,2.236842105263157876e+01,4.666510022433647720e+01,5.199571463492395651e+01,2.672045487967063764e+02,7.404527574549383644e+02,3.608664376038435151e-01,5.000000000000000000e+00
8.284813036175152945e+01,-6.805901259609261622e-01,7.270370370370370665e+02,1.000000000000000000e+01,1.250000000000000000e+01,3.458684721104252446e+01,4.632613853011182670e+01,1.341634909078936062e+03,6.971232794654122245e+02,1.924530350080643437e+00,6.000000000000000000e+00
7.941168388415604795e+01,-6.239727659840006435e-01,7.727631578947368780e+02,2.700000000000000000e+01,3.600000000000000000e+01,1.613897972818191136e+02,1.263392120096847435e+02,9.595879441787690212e+02,1.262042564969834075e+03,7.603451506421302630e-01,3.571428571399999807e+00
8.422881283706551869e+01,1.731568329477698898e+00,7.137560975609756042e+02,6.000000000000000000e+00,7.407407407407406552e+00,2.936509223508941346e+01,3.393623686028369946e+01,2.947000077550495689e+02,5.046309766606834728e+02,5.839911170439451293e-01,2.799999999999999822e+00
9.111018140428195977e+01,8.596467613174714195e-01,6.609101123595505669e+02,3.000000000000000000e+00,3.409090909090908728e+00,2.392245996776023276e+01,3.800288280017182529e+01,5.562183991214973275e+02,3.803307308314019224e+02,1.462459785738600360e+00,1.800000000000000044e+00
8.180252270835553929e+01,-5.884183916954919269e-01,7.424050632911391858e+02,1.200000000000000000e+01,1.538461538461538503e+01,4.747468961295222556e+01,7.202590683973154739e+01,2.686924789410679296e+03,9.690271639476593464e+02,2.772806469598420698e+00,5.333333332999999676e+00
8.669520275957837896e+01,1.036203436900382940e-01,7.110843373493976287e+02,1.300000000000000000e+01,1.585365853658536572e+01,1.281338857715898314e+02,1.159795193041907027e+02,3.477034370000068293e+02,1.332748988710411368e+03,2.608919158411442951e-01,6.333333332999999676e+00
6.118469897224360921e+01,-7.307495158550795233e-01,1.060145454545454641e+03,2.800000000000000000e+01,5.185185185185184764e+01,1.715243746850898958e+02,1.926802588613637681e+02,8.986783128592840512e+03,1.368771067498960292e+04,6.565585247950652681e-01,7.000000000000000000e+00
8.933897318221569606e+01,-4.365973844816345983e-01,6.725287356321839525e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.110328972481073251e+01,2.716094968732995341e+01,3.880957259033765467e+02,2.242109324034299505e+02,1.730940243382349530e+00,3.799999999999999822e+00
1.469421955685340890e+02,3.910621392625297510e-01,4.330370370370370097e+02,1.060000000000000000e+02,7.910447761194029681e+01,2.737304480852563415e+02,1.930713041049012872e+02,5.301348026398222828e+03,1.397394118817047274e+04,3.793738613188122333e-01,2.799999999999999822e+00
8.000134899305622582e+01,-3.086041186627963562e-01,7.663157894736841627e+02,1.500000000000000000e+01,2.000000000000000000e+01,1.076785339177064884e+02,1.046497919126857141e+02,4.312831111953362779e+03,3.718166292673260614e+03,1.159934971292678307e+00,5.799999999999999822e+00
8.468132722123777967e+01,-7.042650151574536554e-01,7.141585365853658232e+02,1.100000000000000000e+01,1.358024691358024683e+01,7.559770066396869481e+01,9.328205860234452018e+01,2.371005156170871487e+03,1.166724240090957665e+03,2.032189848036437763e+00,2.571428571399999807e+00
