# mean(hr), mean(eda), avnn, nn50, pnn50, rmssd, sdnn, Plf, Phf, lfhf_ratio, score
7.889282598593658236e+01,-5.906795655236584119e-01,7.629870129870130313e+02,1.100000000000000000e+01,1.447368421052631682e+01,3.623752053792922112e+01,3.923830483036130801e+01,6.857142938946312825e+02,5.943817800108469100e+02,1.153659679612180744e+00,9.500000000000000000e+00
7.223937146876360771e+01,-7.424756684946858254e-01,8.357142857142856656e+02,2.000000000000000000e+01,2.898550724637681242e+01,9.238388717030504438e+01,8.993671573077885739e+01,8.334314140795138428e+02,1.610617634880501555e+03,5.174607529622321511e-01,4.071428571400000251e+00
8.155855336158128921e+01,3.079955311218126379e+00,7.393924050632911076e+02,1.700000000000000000e+01,2.179487179487179560e+01,4.412220790904769530e+01,4.825610569087817225e+01,5.912160504343869434e+02,9.862311902553111622e+02,5.994700393538917593e-01,3.299999999999999822e+00
9.313322913090250665e+01,2.129011717324378328e+00,6.493888888888889142e+02,7.000000000000000000e+00,7.865168539325842367e+00,2.876170987712969307e+01,5.068224307187384881e+01,1.121936959105214328e+03,6.635529819595003573e+02,1.690802376913575822e+00,1.300000000000000044e+00
7.810166294513406626e+01,-5.394196817454200987e-01,7.832000000000000455e+02,3.400000000000000000e+01,4.594594594594595094e+01,8.534508646538348842e+01,9.932420297841456147e+01,1.066474943551084834e+03,2.135251139771266025e+03,4.994611283360928522e-01,6.333333332999999676e+00
6.562660947407013623e+01,-2.155224730261127430e-01,9.184375000000000000e+02,4.500000000000000000e+01,7.142857142857143060e+01,1.638621178027235601e+02,1.384290403287879769e+02,3.438832408789775855e+03,9.220800906623740957e+03,3.729429193422340028e-01,5.500000000000000000e+00
5.426786561772704687e+01,-7.463855757499195942e-01,1.110698113207547067e+03,2.000000000000000000e+01,3.846153846153846700e+01,6.232483145091220678e+01,6.960067000828600214e+01,1.926287891992576760e+03,1.539774309409818215e+03,1.251019633345425541e+00,8.000000000000000000e+00
9.129738449410764645e+01,-2.488111934207336007e-01,6.590000000000000000e+02,2.000000000000000000e+00,2.247191011235955216e+00,2.327172176070918042e+01,3.151778524130231318e+01,1.686691229950335753e+02,1.760529952007888426e+02,9.580588095230418988e-01,5.299999999999999822e+00
1.383470561338535560e+02,2.460653799323219981e-01,4.182269503546099259e+02,1.180000000000000000e+02,8.428571428571429180e+01,2.897227738965056005e+02,2.042837091887626286e+02,1.064317262413727622e+04,3.272411265053014722e+04,3.252394568432965816e-01,5.299999999999999822e+00
7.246458789391141408e+01,-3.848921700244300470e-01,8.330000000000000000e+02,1.800000000000000000e+01,2.608695652173912904e+01,4.323846918418023932e+01,6.623082167035552459e+01,3.022083938424970256e+03,1.043434565370968130e+03,2.896285055834374234e+00,5.299999999999999822e+00
7.827401199179057301e+01,-7.238235854451036122e-01,7.685394736842105203e+02,1.500000000000000000e+01,2.000000000000000000e+01,3.856267625567499380e+01,4.485396772920574904e+01,1.133259508929783578e+03,8.384118602951566572e+02,1.351673995321139632e+00,4.071428571400000251e+00
