# mean(hr), mean(eda), avnn, nn50, pnn50, rmssd, sdnn, Plf, Phf, lfhf_ratio, score
7.580373596962469662e+01,-1.902922502202780142e-01,7.723684210526315610e+02,1.100000000000000000e+01,1.466666666666666607e+01,1.073747332165874724e+02,1.022919797579801440e+02,1.358017399777972287e+03,2.340587447144535872e+03,5.802036584596413915e-01,4.000000000000000000e+00
7.225319600316295521e+01,-3.429737322130870791e-01,8.410434782608696196e+02,2.500000000000000000e+01,3.676470588235294201e+01,8.996379990928377879e+01,8.467175978666584513e+01,4.478219614409263727e+02,1.530369506307296660e+03,2.926234217261018400e-01,5.299999999999999822e+00
7.579105531102840132e+01,-3.730903459511610287e-01,7.964864864864864558e+02,2.800000000000000000e+01,3.835616438356164082e+01,6.071491884094891844e+01,6.037400403177332464e+01,1.790590679138442965e+03,1.080181069961090998e+03,1.657676410865950078e+00,6.000000000000000000e+00
7.967548595768609232e+01,-6.265457916445860143e-01,7.576623376623376771e+02,1.700000000000000000e+01,2.236842105263157876e+01,4.656630812756770865e+01,6.001964818413750891e+01,3.563395224186543146e+03,8.053799661956250020e+02,4.424489525135521184e+00,6.000000000000000000e+00
6.712248566257538585e+01,-7.511254905492790179e-01,8.751515151515151274e+02,4.100000000000000000e+01,6.307692307692307310e+01,1.499794857767093106e+02,1.322147719460496660e+02,1.804411495439311921e+03,2.336105989230806699e+03,7.724013823676886270e-01,4.571428571400000251e+00
8.370085693366885948e+01,3.402835786028609366e+00,7.207037037037036953e+02,1.500000000000000000e+01,1.875000000000000000e+01,4.489682616844981311e+01,5.268667868741690796e+01,8.318029008289113335e+02,1.169609769483904074e+03,7.111798503495301293e-01,1.800000000000000044e+00
9.010719706891636349e+01,1.216656945697322190e+00,6.702954545454545041e+02,1.100000000000000000e+01,1.264367816091954211e+01,3.105797322990386533e+01,5.607981977501274429e+01,1.539430501198936327e+03,4.290177470026572450e+02,3.588267646161969804e+00,3.299999999999999822e+00
7.041263782980846031e+01,-5.709349527090378240e-01,8.664705882352941444e+02,3.400000000000000000e+01,5.074626865671641696e+01,8.097355381796236884e+01,9.298956298170999446e+01,5.284145872159967439e+03,2.305132553973173344e+03,2.292339268321947898e+00,4.833333332999999676e+00
6.726668451065538079e+01,-9.532596170480737985e-02,9.446774193548386620e+02,4.100000000000000000e+01,6.721311475409835623e+01,2.464601853257837547e+02,1.818368728674542183e+02,1.955715898201584423e+04,1.398874098220914493e+04,1.398064272323620960e+00,8.000000000000000000e+00
5.074933407275555197e+01,-7.445944807313946701e-01,1.185775510204081684e+03,2.500000000000000000e+01,5.208333333333333570e+01,7.083093133182235590e+01,6.493723421701220389e+01,1.291440163806558530e+03,2.252661781712017273e+03,5.732951898465056262e-01,7.000000000000000000e+00
8.798924979780083788e+01,-2.306284544414494986e-01,6.830232558139534831e+02,2.000000000000000000e+00,2.352941176470588314e+00,2.272598926857297741e+01,2.249547758168088052e+01,1.013290852597577612e+02,1.920412038560127428e+02,5.276424185287421631e-01,5.799999999999999822e+00
1.353229269331012290e+02,4.178967885346338007e-01,4.036301369863013520e+02,1.210000000000000000e+02,8.344827586206896797e+01,2.435045846767996522e+02,1.641062739643547843e+02,1.573643685490378857e+03,6.627494897358745220e+03,2.374417045749100397e-01,2.799999999999999822e+00
7.319519180404179792e+01,-3.758429548170937884e-01,8.235211267605633338e+02,1.900000000000000000e+01,2.714285714285714235e+01,4.508721706711496324e+01,5.777044700609214800e+01,1.257454254713722094e+03,6.982587961684569109e+02,1.800842698457546742e+00,5.799999999999999822e+00
8.015100855140046576e+01,-7.134543063575703448e-01,7.527402597402597166e+02,1.300000000000000000e+01,1.710526315789473628e+01,3.517475171049166960e+01,5.640814671411497727e+01,5.085736702668070848e+02,8.343632636449987103e+02,6.095350699466950406e-01,4.071428571400000251e+00
