# mean(hr), mean(eda), avnn, nn50, pnn50, rmssd, sdnn, Plf, Phf, lfhf_ratio, score
7.029291995048585306e+01,-5.828508520627107004e-01,8.553142857142856883e+02,2.500000000000000000e+01,3.623188405797101552e+01,4.649388303229027741e+01,4.045915559204779299e+01,3.135975342465039262e+02,9.710216130139375537e+02,3.229562864961716406e-01,5.799999999999999822e+00
7.511148886389499069e+01,-2.572217168810870258e-01,8.064864864864864558e+02,2.400000000000000000e+01,3.287671232876711969e+01,5.246003044719425645e+01,7.356727295815588263e+01,2.357879586809933244e+03,7.743447618092083076e+02,3.044999725059021944e+00,5.000000000000000000e+00
7.954340063256802296e+01,-7.406606542725897580e-01,7.553164556962025245e+02,4.000000000000000000e+00,5.128205128205127750e+00,3.178453099003366233e+01,3.418784620742434299e+01,4.171701631693462105e+02,7.114485461385495455e+02,5.863673001140764507e-01,1.000000000000000000e+01
7.668854431047830644e+01,-7.477595239211759504e-01,7.920000000000000000e+02,3.700000000000000000e+01,5.000000000000000000e+01,1.420363486024768349e+02,1.482875220279480857e+02,3.073352800269445652e+03,1.588493945259859402e+03,1.934758901310561940e+00,6.571428571400000251e+00
8.070294485753167635e+01,2.070499984123185477e+00,7.474500000000000455e+02,2.200000000000000000e+01,2.784810126582278400e+01,4.498888751680797071e+01,5.281060020176712300e+01,2.182833819748929727e+03,7.880126694337153594e+02,2.770049143140764336e+00,3.799999999999999822e+00
8.597006014467839918e+01,1.330285931594211268e+00,7.024117647058823195e+02,8.000000000000000000e+00,9.523809523809523725e+00,3.264892618375650102e+01,5.154731855703231957e+01,2.214062263871308005e+03,4.708350882281007443e+02,4.702415599915279465e+00,1.300000000000000044e+00
7.453727682458827530e+01,-6.576080497541579861e-01,8.235616438356164508e+02,3.600000000000000000e+01,5.000000000000000000e+01,1.343709624716424855e+02,1.223425276178604264e+02,8.278620325921770927e+03,3.096280018240493519e+03,2.673731147425812527e+00,5.833333332999999676e+00
6.267213284923581540e+01,1.268164302233034113e-01,9.434375000000000000e+02,4.500000000000000000e+01,7.142857142857143060e+01,1.953141547548949291e+02,1.612866791063132439e+02,2.176533736223312644e+03,1.230052065354540173e+04,1.769464722288780767e-01,8.000000000000000000e+00
5.237402876948044650e+01,-8.126770260506863686e-01,1.149923076923076906e+03,2.600000000000000000e+01,5.098039215686274161e+01,6.820945251037210255e+01,6.175246161763192987e+01,6.391793675607101477e+02,3.043834588832910867e+03,2.099914922794109406e-01,9.500000000000000000e+00
8.722019768694691777e+01,-3.662940827206876415e-01,6.896551724137931387e+02,5.000000000000000000e+00,5.813953488372092693e+00,2.840733609802310511e+01,3.356521856555754368e+01,7.444033398119587446e+02,4.140680337458971962e+02,1.797780265908620612e+00,6.799999999999999822e+00
1.325566748365679928e+02,4.519299831222973740e-01,4.294964028776978466e+02,1.150000000000000000e+02,8.333333333333334281e+01,2.784064383729949554e+02,1.865488386183776015e+02,8.216586571973095488e+03,2.456248434272487430e+04,3.345177327067387907e-01,5.799999999999999822e+00
7.737642129034708205e+01,-4.227624042079076716e-01,7.846666666666666288e+02,1.900000000000000000e+01,2.567567567567567366e+01,4.783134785721428983e+01,7.739567229561411921e+01,5.035615278998026042e+03,1.205603987580978583e+03,4.176840265020930865e+00,5.799999999999999822e+00
7.409054192232410685e+01,-7.899731353619977581e-01,8.033783783783783292e+02,1.800000000000000000e+01,2.465753424657534154e+01,7.579388054960058696e+01,8.619597020468010840e+01,7.885642792206178910e+02,7.485577114776897361e+02,1.053444867549294450e+00,4.571428571400000251e+00
