# mean(hr), mean(eda), avnn, nn50, pnn50, rmssd, sdnn, Plf, Phf, lfhf_ratio, score
7.248022442182499958e+01,-3.411827344144760521e-01,8.307042253521126440e+02,2.900000000000000000e+01,4.142857142857143060e+01,6.260990336999411454e+01,4.946352028550136737e+01,1.015163863955562192e+03,1.364729100947722600e+03,7.438574170145501041e-01,4.000000000000000000e+00
7.921815407127141384e+01,-3.987203609784263358e-01,7.589610389610389802e+02,6.000000000000000000e+00,7.894736842105262831e+00,3.433580301115808453e+01,3.992046090548500814e+01,1.025348105502092494e+03,4.577911719191738484e+02,2.239772560933360968e+00,8.000000000000000000e+00
7.348929105095604086e+01,-4.194124387383622587e-01,8.006756756756756204e+02,4.100000000000000000e+01,5.616438356164383805e+01,1.765110885569562242e+02,1.773112044847662219e+02,3.280635681018603464e+03,3.186694498923361152e+03,1.029479192977858615e+00,4.000000000000000000e+00
8.299510096704173634e+01,5.020453130181302681e-01,7.253703703703703241e+02,1.100000000000000000e+01,1.375000000000000178e+01,3.494263155516481589e+01,4.169785499412542862e+01,1.147734584834528505e+03,7.535764403349465965e+02,1.523049983256360873e+00,4.799999999999999822e+00
9.393937777188934035e+01,1.052338807599260267e-01,6.412637362637362912e+02,3.000000000000000000e+00,3.333333333333333481e+00,2.433196343175873722e+01,3.423053710255902615e+01,4.556337031385897944e+02,4.514538598957768727e+02,1.009258627767138483e+00,2.399999999999999911e+00
7.549464696980001577e+01,-3.841407759877413786e-01,8.233802816901408050e+02,3.800000000000000000e+01,5.428571428571428470e+01,1.033164348701875923e+02,1.216898124855842553e+02,4.557367393044713936e+03,3.677023580920228596e+03,1.239417505150773646e+00,4.666666666700000299e+00
6.367877761167688533e+01,-2.581088369964987250e-01,9.562295081967213264e+02,3.900000000000000000e+01,6.500000000000000000e+01,1.283679606963253548e+02,1.663246216933042092e+02,1.099990916102815845e+03,2.443395344180936718e+03,4.501894950084508462e-01,4.000000000000000000e+00
5.308277971663431316e+01,-4.192609308968163195e-01,1.133392156862745196e+03,3.000000000000000000e+01,6.000000000000000000e+01,6.421090250105507380e+01,5.873298168197237601e+01,3.980765393760428310e+02,1.806757915579261407e+03,2.203264399416876018e-01,5.000000000000000000e+00
8.469489319200674515e+01,-3.045157204288395647e-01,7.090361445783132694e+02,2.000000000000000000e+00,2.439024390243902385e+00,2.711762994176549668e+01,2.573857586179694223e+01,1.173454286580296753e+02,2.113261336240715025e+02,5.552811980499094968e-01,3.399999999999999911e+00
1.147083519581906330e+02,-1.575442864201852533e-01,4.073611111111110858e+02,1.280000000000000000e+02,8.951048951048950642e+01,2.856840643357353997e+02,1.854119816856584748e+02,4.217841747540800498e+03,3.554133874366453711e+03,1.186742507917672773e+00,1.000000000000000000e+00
7.557142178672388866e+01,-3.319559545105384424e-01,8.009459459459459367e+02,2.600000000000000000e+01,3.561643835616438025e+01,5.025960005073930148e+01,7.560113282689199821e+01,2.398015288841565962e+03,1.137265909569715859e+03,2.108579241374477053e+00,2.000000000000000000e+00
7.469220476094480432e+01,-4.118031898828944382e-01,8.050273972602740287e+02,1.300000000000000000e+01,1.805555555555555358e+01,3.576272112440861406e+01,3.493683689600885600e+01,6.417982017154000687e+02,4.415347319580142198e+02,1.453562212126109809e+00,1.000000000000000000e+00
