# mean(hr), mean(eda), avnn, nn50, pnn50, rmssd, sdnn, Plf, Phf, lfhf_ratio, score
7.427015649330290614e+01,-1.944943540275235749e-01,8.084657534246575779e+02,4.000000000000000000e+00,5.555555555555555358e+00,2.933593738441337351e+01,2.746264239925698192e+01,8.888041589151077915e+01,5.193133499079798412e+02,1.711498768657882807e-01,7.833333332999999676e+00
8.799531770253513230e+01,1.898249771886143966e+00,6.847558139534884276e+02,5.000000000000000000e+00,5.882352941176470118e+00,2.905977612156181422e+01,4.774932978809272299e+01,6.574027921011706894e+02,1.670637930440446439e+02,3.935040502329868684e+00,3.444444444400000194e+00
7.809223584513475203e+01,3.095106469468460464e+00,7.700789473684210407e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.916107164713567457e+01,3.736977857677501191e+01,4.057285143047785709e+02,1.973196513176416147e+02,2.056199225953649012e+00,5.571428571400000251e+00
8.784921381509170146e+01,-7.086229303480824360e-01,7.322500000000000000e+02,3.800000000000000000e+01,4.810126582278481067e+01,2.758232785909453355e+02,2.708260920810599259e+02,3.992870047149281163e+04,2.419131552927308439e+04,1.650538616768338018e+00,2.799999999999999822e+00
8.067729096422836221e+01,-5.418950198862529932e-01,7.445949367088608142e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000737043678833160e+01,3.022798795959939966e+01,5.009836046433191541e+02,7.361078984333370556e+01,6.805844709852531871e+00,6.333333332999999676e+00
5.241736409597808688e+01,-4.059243268757095069e-01,1.146607843137254804e+03,1.600000000000000000e+01,3.200000000000000000e+01,5.636293108063135548e+01,5.138290705336651598e+01,9.852165668072201470e+02,4.777512811751411732e+02,2.062195551592973963e+00,5.571428571400000251e+00
8.314476689855951008e+01,-7.112992051835167473e-01,7.232592592592592382e+02,9.000000000000000000e+00,1.125000000000000000e+01,1.349770813879156321e+02,1.050856528953617186e+02,6.801451915672639188e+03,1.214205480233649723e+04,5.601565819291011161e-01,6.333333332999999676e+00
7.466614788547546766e+01,-7.619172923863539726e-01,7.942972972972972912e+02,4.000000000000000000e+00,5.479452054794520244e+00,7.966419246840976598e+01,7.728770830868924691e+01,1.929446126524180727e+02,2.632428840972179955e+02,7.329528139539828180e-01,3.799999999999999822e+00
5.808314522964072069e+01,9.538859138908715174e-01,1.034807017543859729e+03,1.500000000000000000e+01,2.678571428571428470e+01,4.348788829744930240e+01,3.969681464213255850e+01,5.390102674982845201e+02,6.201843504138132630e+02,8.691129776793530270e-01,5.333333332999999676e+00
7.580373596962469662e+01,-2.680727115424267337e-01,7.723684210526315610e+02,1.100000000000000000e+01,1.466666666666666607e+01,1.073747332165874724e+02,1.022919797579801440e+02,1.358017399777972287e+03,2.340587447144535872e+03,5.802036584596413915e-01,4.000000000000000000e+00
7.225319600316295521e+01,-4.142921638392352279e-01,8.410434782608696196e+02,2.500000000000000000e+01,3.676470588235294201e+01,8.996379990928377879e+01,8.467175978666584513e+01,4.478219614409263727e+02,1.530369506307296660e+03,2.926234217261018400e-01,5.299999999999999822e+00
6.258229014915563226e+01,-6.001757241155194489e-01,9.599344262295081762e+02,8.000000000000000000e+00,1.333333333333333393e+01,3.612524509720775967e+01,3.788001621455962464e+01,6.458670280602850653e+02,4.655308797748434131e+02,1.387377413873516208e+00,7.833333332999999676e+00
7.579105531102840132e+01,-4.431341341184018012e-01,7.964864864864864558e+02,2.800000000000000000e+01,3.835616438356164082e+01,6.071491884094891844e+01,6.037400403177332464e+01,1.790590679138442965e+03,1.080181069961090998e+03,1.657676410865950078e+00,6.000000000000000000e+00
7.967548595768609232e+01,-6.858624333674328000e-01,7.576623376623376771e+02,1.700000000000000000e+01,2.236842105263157876e+01,4.656630812756770865e+01,6.001964818413750891e+01,3.563395224186543146e+03,8.053799661956250020e+02,4.424489525135521184e+00,6.000000000000000000e+00
6.712248566257538585e+01,-8.051694711521685255e-01,8.751515151515151274e+02,4.100000000000000000e+01,6.307692307692307310e+01,1.499794857767093106e+02,1.322147719460496660e+02,1.804411495439311921e+03,2.336105989230806699e+03,7.724013823676886270e-01,4.571428571400000251e+00
8.370085693366885948e+01,3.172981217429547307e+00,7.207037037037036953e+02,1.500000000000000000e+01,1.875000000000000000e+01,4.489682616844981311e+01,5.268667868741690796e+01,8.318029008289113335e+02,1.169609769483904074e+03,7.111798503495301293e-01,1.800000000000000044e+00
7.161479079446769447e+01,-6.815518161434506172e-01,8.483188405797101268e+02,7.000000000000000000e+00,1.029411764705882248e+01,1.162833759804545934e+02,8.178657533188639661e+01,2.207111549192742132e+03,2.964202484525593718e+03,7.445886577299659637e-01,6.333333332999999676e+00
9.010719706891636349e+01,1.079329331923431834e+00,6.702954545454545041e+02,1.100000000000000000e+01,1.264367816091954211e+01,3.105797322990386533e+01,5.607981977501274429e+01,1.539430501198936327e+03,4.290177470026572450e+02,3.588267646161969804e+00,3.299999999999999822e+00
5.932403981260136305e+01,-4.152781183817980670e-01,1.020396551724137908e+03,2.000000000000000000e+01,3.508771929824560942e+01,5.874909480452339494e+01,8.361879660576038020e+01,4.950072729494598207e+03,1.305406374976617826e+03,3.791978363506354643e+00,5.799999999999999822e+00
5.969214341155178261e+01,-7.155349926030609709e-01,1.007948275862068954e+03,3.300000000000000000e+01,5.789473684210526727e+01,6.191236024314686404e+01,5.071330577807079010e+01,7.226285446874280751e+02,1.015914241865677809e+03,7.113086074670588177e-01,7.500000000000000000e+00
7.041263782980846031e+01,-6.326052452343960963e-01,8.664705882352941444e+02,3.400000000000000000e+01,5.074626865671641696e+01,8.097355381796236884e+01,9.298956298170999446e+01,5.284145872159967439e+03,2.305132553973173344e+03,2.292339268321947898e+00,4.833333332999999676e+00
6.726668451065538079e+01,-1.771257380643542212e-01,9.446774193548386620e+02,4.100000000000000000e+01,6.721311475409835623e+01,2.464601853257837547e+02,1.818368728674542183e+02,1.955715898201584423e+04,1.398874098220914493e+04,1.398064272323620960e+00,8.000000000000000000e+00
6.738499457430675932e+01,1.409024371692274347e+00,9.018769230769230489e+02,1.300000000000000000e+01,2.031250000000000000e+01,4.859108714568959186e+01,8.593211486623970075e+01,1.544231664463586412e+03,2.672179677650343024e+02,5.778921520058242223e+00,3.799999999999999822e+00
7.569767277014126705e+01,-6.582487330853797891e-01,7.977162162162162531e+02,4.000000000000000000e+00,5.479452054794520244e+00,2.619761570244801163e+01,5.851203371612070470e+01,1.334024248760116961e+03,1.189962113415177924e+02,1.121064472322973593e+01,5.000000000000000000e+00
5.074933407275555197e+01,-7.989148771696376050e-01,1.185775510204081684e+03,2.500000000000000000e+01,5.208333333333333570e+01,7.083093133182235590e+01,6.493723421701220389e+01,1.291440163806558530e+03,2.252661781712017273e+03,5.732951898465056262e-01,7.000000000000000000e+00
8.798924979780083788e+01,-3.067017424633454170e-01,6.830232558139534831e+02,2.000000000000000000e+00,2.352941176470588314e+00,2.272598926857297741e+01,2.249547758168088052e+01,1.013290852597577612e+02,1.920412038560127428e+02,5.276424185287421631e-01,5.799999999999999822e+00
1.353229269331012290e+02,3.143755787083450381e-01,4.036301369863013520e+02,1.210000000000000000e+02,8.344827586206896797e+01,2.435045846767996522e+02,1.641062739643547843e+02,1.573643685490378857e+03,6.627494897358745220e+03,2.374417045749100397e-01,2.799999999999999822e+00
7.319519180404179792e+01,-4.457702426726991018e-01,8.235211267605633338e+02,1.900000000000000000e+01,2.714285714285714235e+01,4.508721706711496324e+01,5.777044700609214800e+01,1.257454254713722094e+03,6.982587961684569109e+02,1.800842698457546742e+00,5.799999999999999822e+00
6.525438124033468057e+01,-4.258810166686234910e-01,9.266562500000000000e+02,2.200000000000000000e+01,3.492063492063491736e+01,5.980736271497544010e+01,7.511878820421587477e+01,1.359787367646021039e+03,5.526769601583970370e+02,2.460365576405259436e+00,8.500000000000000000e+00
8.015100855140046576e+01,-7.690926670237984153e-01,7.527402597402597166e+02,1.300000000000000000e+01,1.710526315789473628e+01,3.517475171049166960e+01,5.640814671411497727e+01,5.085736702668070848e+02,8.343632636449987103e+02,6.095350699466950406e-01,4.071428571400000251e+00
