# mean(hr), mean(eda), avnn, nn50, pnn50, rmssd, sdnn, Plf, Phf, lfhf_ratio, score
8.001523065135437207e+01,-8.999315464669324638e-02,7.693103448275861638e+02,7.000000000000000000e+00,1.228070175438596401e+01,6.374290466190603155e+01,1.089320095202719756e+02,2.601384123059687568e+02,3.439403679391862738e+02,7.563474269236261094e-01,8.333333333000000565e+00
7.590096501434136655e+01,-2.016691058089830901e-01,7.916315789473684390e+02,1.000000000000000000e+01,1.785714285714285765e+01,9.563798931387046309e+01,6.757948536431202058e+01,1.391814204999701872e+02,5.385784622012662339e+02,2.584236657572805407e-01,5.299999999999999822e+00
6.368157549627458991e+01,-2.173049548341856874e-01,9.477872340425532229e+02,1.800000000000000000e+01,3.913043478260869534e+01,5.552202853079047884e+01,7.424194764423444326e+01,1.545366173412675607e+03,2.230254013316610781e+03,6.929103878685825002e-01,7.333333332999999676e+00
7.174318357802698642e+01,-2.075114942148470476e-01,8.379245283018867667e+02,1.800000000000000000e+01,3.461538461538461320e+01,5.762945293991472795e+01,4.546166984674002975e+01,2.019380799112748832e+02,1.439395158020471172e+03,1.402937051622365483e-01,8.500000000000000000e+00
8.028607622027585933e+01,-2.334620817433009365e-01,7.491525423728813848e+02,3.000000000000000000e+00,5.172413793103448398e+00,3.073804785940214046e+01,3.529619182316983483e+01,3.594913956034396847e+02,4.600243157093800619e+02,7.814617256678841883e-01,7.000000000000000000e+00
8.034783826837374932e+01,-2.350702428751202389e-01,7.547457627118643586e+02,2.700000000000000000e+01,4.655172413793103203e+01,1.453829663218897394e+02,1.528956815001359075e+02,7.927778684052347671e+03,1.494630184787633425e+03,5.304174079141040110e+00,6.571428571400000251e+00
8.444775019728213294e+01,8.958068090829152119e-02,7.141612903225806122e+02,8.000000000000000000e+00,1.311475409836065609e+01,3.327555101094446854e+01,4.364769295102683344e+01,8.607998828714650017e+02,4.121778495286650923e+02,2.088418588858691916e+00,6.000000000000000000e+00
7.164737106902998676e+01,-2.289977092779072465e-01,8.410188679245283083e+02,4.000000000000000000e+00,7.692307692307692513e+00,2.818721750668608905e+01,3.825546243853374762e+01,4.311032374622942029e+02,3.335345466894240758e+02,1.292529489797417330e+00,6.833333332999999676e+00
9.174610964162332039e+01,-6.217524494175068889e-02,6.558382352941176805e+02,3.000000000000000000e+00,4.477611940298507065e+00,2.565296526457851201e+01,3.782268540397007683e+01,8.296597405712088857e+02,4.779517830322697023e+02,1.735864934549669947e+00,3.299999999999999822e+00
5.579912689850277729e+01,-1.999710858168120275e-01,1.091902439024390333e+03,1.700000000000000000e+01,4.250000000000000000e+01,7.732399368889323910e+01,1.109249306689097665e+02,2.822105799076148742e+03,1.818661452720666603e+03,1.551748839705354488e+00,8.300000000000000711e+00
6.116103077457867698e+01,-2.250424846217717323e-01,9.870888888888888459e+02,1.500000000000000000e+01,3.409090909090908639e+01,5.194708846509107758e+01,7.176312747258485558e+01,1.007830545034145985e+03,5.155087315536369488e+02,1.955021289351884795e+00,8.000000000000000000e+00
7.619535706918804863e+01,-2.260334251331218569e-01,7.944642857142856656e+02,1.800000000000000000e+01,3.272727272727272663e+01,5.798118817183882356e+01,7.215941047071073911e+01,7.965212604925817459e+02,1.871060769670807531e+03,4.257057137875435715e-01,9.333333333000000565e+00
7.356523867441178766e+01,-1.622478188294205759e-01,8.532692307692307168e+02,2.000000000000000000e+01,3.921568627450980671e+01,1.775873162755740964e+02,1.625497951319407264e+02,1.704020048089776174e+04,1.594534662254797695e+04,1.068662907383999716e+00,8.500000000000000000e+00
6.631107618881951282e+01,4.487813330946750908e-04,9.126041666666666288e+02,8.000000000000000000e+00,1.702127659574468055e+01,4.410553108557276403e+01,7.746728604902470749e+01,2.238992980276474555e+03,9.229647543591956946e+02,2.425870510982819361e+00,6.299999999999999822e+00
7.592982798799148725e+01,-2.311466111763743614e-01,7.957857142857143344e+02,8.000000000000000000e+00,1.454545454545454497e+01,3.732583799217616871e+01,5.961595707243437658e+01,1.697820494637774573e+03,2.572957044866969341e+02,6.598712940135997407e+00,5.000000000000000000e+00
5.189328633840884208e+01,-2.408852831277103201e-01,1.160500000000000000e+03,1.600000000000000000e+01,4.324324324324324209e+01,6.723094525588643933e+01,6.838395180789763117e+01,4.348826790462647295e+03,2.167546525417385055e+03,2.006336076050424300e+00,9.500000000000000000e+00
8.699925373484450120e+01,-1.769693602041536584e-01,6.909375000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.363747361141115277e+01,2.653053048129734748e+01,4.174809128452022833e+02,2.806199395111938202e+02,1.487709367952982253e+00,8.300000000000000711e+00
1.316298927749449206e+02,-1.219562421013873632e-01,3.946086956521739353e+02,9.100000000000000000e+01,7.982456140350878115e+01,2.848437552629172842e+02,1.780512786206804776e+02,1.679330152922636444e+03,1.434300373822684742e+04,1.170835749311631563e-01,4.799999999999999822e+00
7.824704854765265338e+01,-2.039257593174774730e-01,7.771929824561403848e+02,1.400000000000000000e+01,2.500000000000000000e+01,4.059820544943194420e+01,9.288538224924829478e+01,1.057185843780624964e+03,6.259735596841652523e+02,1.688866610139296842e+00,6.799999999999999822e+00
6.995150651510856221e+01,-2.024975922506539183e-01,8.611346153846153584e+02,9.000000000000000000e+00,1.764705882352941302e+01,3.757763206180704429e+01,5.362324227062249804e+01,4.410420434624663244e+02,6.171324160469292792e+02,7.146635503083469398e-01,8.000000000000000000e+00
7.818334699530909404e+01,-2.377363777479683249e-01,7.643103448275861638e+02,1.200000000000000000e+01,2.105263157894736636e+01,4.953131208834450661e+01,4.777403203332447390e+01,6.257376937573119449e+02,5.535891839868693296e+02,1.130328611644540127e+00,4.571428571400000251e+00
